X,Y,id,Name,Type,icon_url
-113.676999638385,43.8892276798905,"127",,TRANSIT,./1.png
-113.677114805365,43.8892972656,"128",,TRANSIT,./1.png
-113.677028965681,43.8893971280215,"129",,TRANSIT,./1.png
-113.677119903321,43.8893584085203,"130",,TRANSIT,./1.png
-113.67720941562,43.889296411219,"131",,TRANSIT,./1.png
-113.677210298561,43.8892765048832,"132",,TRANSIT,./1.png
-113.677228192817,43.8892656195838,"13",,TRANSIT,./1.png
-113.677199496737,43.8891945958085,"134",,TRANSIT,./1.png
-113.677174868811,43.8891600363033,"135",,TRANSIT,./1.png
-113.677262964981,43.8892166467194,"136",,TRANSIT,./1.png
-113.67725711301,43.8892951438887,"137",,TRANSIT,./1.png
-113.677297776909,43.8893039512975,"138",,TRANSIT,./1.png
-113.6769307809,43.8894136748874,"139",,TRANSIT,./1.png
-113.676968162741,43.8894558414547,"140",,TRANSIT,./1.png
-113.676856757662,43.889407577095,"141",,TRANSIT,./1.png
-113.67676433408,43.8894342347241,"142",,TRANSIT,./1.png
-113.676732670748,43.8894818141978,"143",,TRANSIT,./1.png
-113.677048721987,43.8895439764099,"144",,TRANSIT,./1.png
-113.67732784665,43.8891205104335,"145",,TRANSIT,./1.png
-113.676744885657,43.8895891040552,"146",,TRANSIT,./1.png
-113.677227580641,43.8894867180213,"147",,TRANSIT,./1.png
-113.67726253402,43.889763297076,"148",,TRANSIT,./1.png
-113.677214704534,43.8897889593596,"149",,TRANSIT,./1.png
-113.677110338275,43.8898730667718,"150",,TRANSIT,./1.png
-113.677484218027,43.890104896569,"151",,TRANSIT,./1.png
-113.677549427314,43.8900919014793,"152",,TRANSIT,./1.png
-113.677544355619,43.8901695596346,"153",,TRANSIT,./1.png
-113.677661196916,43.8902167170258,"154",,TRANSIT,./1.png
-113.675831993401,43.8891925479603,"155",,TRANSIT,./1.png
-113.675760798665,43.8891654270263,"156",,TRANSIT,./1.png
-113.675561163659,43.889085785992,"157",,TRANSIT,./1.png
-113.675482272605,43.8890479876061,"158",,TRANSIT,./1.png
-113.675447997932,43.8890764917003,"159",,TRANSIT,./1.png
-113.675512791802,43.8889970403543,"160",,TRANSIT,./1.png
-113.675603065441,43.8889378505297,"161",,TRANSIT,./1.png
-113.675800218753,43.8887600716829,"162",,TRANSIT,./1.png
-113.675806489157,43.888747751602,"163",,TRANSIT,./1.png
-113.675424773092,43.8883552213189,"164",,TRANSIT,./1.png
-113.674670916108,43.8881015863051,"165",,TRANSIT,./1.png
-113.674733590462,43.8864958754336,"166",BULLION CROSSCUT,MAP TEXT,./2.png
-113.674207455373,43.8874943052494,"167",FACE 1000 LEVEL,MAP TEXT,./2.png
-113.675153757911,43.8877291750692,"168","59",MAP TEXT,./2.png
-113.675229130998,43.8878432341587,"169","72",MAP TEXT,./2.png
-113.675038736092,43.8877765171318,"170",SULPHIDE,MAP TEXT,./2.png
-113.674297413029,43.8875641023621,"171","80",MAP TEXT,./2.png
-113.674962535648,43.8878147160877,"172","907",TRANSIT,./1.png
-113.674872809379,43.8881299177545,"173",MASSIVE CHALCOPYRITE,MAP TEXT,./2.png
-113.674946523914,43.8881211544316,"174",LIME GARNET,MAP TEXT,./2.png
-113.675022392886,43.8880013563682,"175","57",MAP TEXT,./2.png
-113.674881976506,43.888012734079,"176",UP 90',MAP TEXT,./2.png
-113.675056007545,43.8879515396551,"177",,TRANSIT,./1.png
-113.675533203254,43.8883247138702,"178",QUARTZ PORPHRY,MAP TEXT,./2.png
-113.675804836224,43.8881754674307,"179",#81 PETE BASSICH?,MAP TEXT,./2.png
-113.675933402021,43.8885979133128,"180",GREATLY BROKEN GARNET,MAP TEXT,./2.png
-113.675812400589,43.8888897532883,"181",1000 LEVEL,MAP TEXT,./2.png
-113.676102724008,43.8886903664817,"182",CHALCOPYRITE,MAP TEXT,./2.png
-113.676074656368,43.8887183275438,"183",90 DEGREES,MAP TEXT,./2.png
-113.676186998321,43.8888795989727,"184",QUARTZ PORPHRY,MAP TEXT,./2.png
-113.67624555203,43.8889498663693,"185",,TRANSIT,./1.png
-113.676268727151,43.8889661955667,"186",,TRANSIT,./1.png
-113.676221139809,43.8890187771059,"187","902",MAP TEXT,./2.png
-113.676397820175,43.8891847170628,"188",SULFIDE WINZE,MAP TEXT,./2.png
-113.676752027699,43.889217124882,"189",,WINZE,./3.png
-113.676253861162,43.889133836282,"190",,WINZE,./3.png
-113.677833474969,43.8902823564121,,,TRANSIT,./1.png
-113.677446894899,43.8903558540614,,BULLION 900+1000 lEVEL,MAP TEXT,./2.png
-113.677419202352,43.8903142758168,,850A+9TH LEVEL TRANSFER,MAP TEXT,./2.png
-113.674535918434,43.8889063146724,,900 STOPE,MAP TEXT,./2.png
-113.677032014025,43.8893519505056,,"1",MAP TEXT,./2.png
-113.676901552325,43.8890992163239,,"2",MAP TEXT,./2.png
-113.675928795461,43.8888755022659,,"3",MAP TEXT,./2.png
-113.67615937035,43.8886832364422,,"4",MAP TEXT,./2.png
-113.675805540454,43.8884388408544,,"5",MAP TEXT,./2.png
-113.675684403245,43.8881838884437,,"6",MAP TEXT,./2.png
-113.675702701371,43.8890991858103,,"10",MAP TEXT,./2.png
-113.675962951845,43.8891548835477,,"13",MAP TEXT,./2.png
-113.675131132705,43.8873977408132,,"15",MAP TEXT,./2.png
-113.674922818429,43.8872042290734,,"16",MAP TEXT,./2.png
-113.674661597269,43.8870436542842,,850A,MAP TEXT,./2.png
-113.674854142545,43.8872847906909,,850A,MAP TEXT,./2.png
-113.674690460938,43.8872684526289,,,Shaft,./0.png
